zone_id,bn_prob,eta_min,severity,action,scored_at
stage-out,0.374,,normal,,1772554697664
dock-c,0.138,,normal,,1772554697664
dock-d,0.377,,normal,,1772554697664
dock-a,0.21,,normal,,1772554701664
dock-b,0.352,,normal,,1772554701664
stage-in,0.226,,normal,,1772554701664
aisle-1-4,0.435,,normal,,1772554701664
aisle-5-8,0.321,,normal,,1772554701664
aisle-9-12,0.364,,normal,,1772554701664
pick-a,0.414,,normal,,1772554701664
pick-b,0.457,16.6,normal,,1772554701664
pack,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554701664
stage-out,0.451,16.7,normal,,1772554701664
dock-c,0.143,,normal,,1772554701664
dock-d,0.356,,normal,,1772554701664
dock-a,0.182,,normal,,1772554705664
dock-b,0.347,,normal,,1772554705664
stage-in,0.242,,normal,,1772554705664
aisle-1-4,0.391,,normal,,1772554705664
aisle-5-8,0.279,,normal,,1772554705664
aisle-9-12,0.294,,normal,,1772554705664
pick-a,0.446,,normal,,1772554705664
pick-b,0.473,16.2,normal,,1772554705664
pack,0.943,4.4,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554705664
stage-out,0.454,16.6,normal,,1772554705664
dock-c,0.174,,normal,,1772554705664
dock-d,0.31,,normal,,1772554705664
dock-a,0.221,,normal,,1772554709664
dock-b,0.359,,normal,,1772554709664
stage-in,0.259,,normal,,1772554709664
aisle-1-4,0.415,,normal,,1772554709664
aisle-5-8,0.24,,normal,,1772554709664
aisle-9-12,0.337,,normal,,1772554709664
pick-a,0.516,15.1,elevated,,1772554709664
pick-b,0.503,15.4,elevated,,1772554709664
pack,0.971,3.7,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554709664
stage-out,0.401,,normal,,1772554709664
dock-c,0.126,,normal,,1772554709664
dock-d,0.265,,normal,,1772554709664
dock-a,0.229,,normal,,1772554713664
dock-b,0.316,,normal,,1772554713664
stage-in,0.238,,normal,,1772554713664
aisle-1-4,0.384,,normal,,1772554713664
aisle-5-8,0.217,,normal,,1772554713664
aisle-9-12,0.409,,normal,,1772554713664
pick-a,0.477,16.1,normal,,1772554713664
pick-b,0.568,13.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554713664
pack,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554713664
stage-out,0.461,16.5,normal,,1772554713664
dock-c,0.124,,normal,,1772554713664
dock-d,0.292,,normal,,1772554713664
dock-a,0.198,,normal,,1772554717664
dock-b,0.299,,normal,,1772554717664
stage-in,0.266,,normal,,1772554717664
aisle-1-4,0.418,,normal,,1772554717664
aisle-5-8,0.221,,normal,,1772554717664
aisle-9-12,0.377,,normal,,1772554717664
pick-a,0.481,16.0,normal,,1772554717664
pick-b,0.641,12.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554717664
pack,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554717664
stage-out,0.482,16.0,normal,,1772554717664
dock-c,0.147,,normal,,1772554717664
dock-d,0.217,,normal,,1772554717664
dock-a,0.207,,normal,,1772554721664
dock-b,0.311,,normal,,1772554721664
stage-in,0.355,,normal,,1772554721664
aisle-1-4,0.344,,normal,,1772554721664
aisle-5-8,0.254,,normal,,1772554721664
aisle-9-12,0.349,,normal,,1772554721664
pick-a,0.54,14.5,elevated,,1772554721664
pick-b,0.675,11.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554721664
pack,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554721664
stage-out,0.411,,normal,,1772554721664
dock-c,0.181,,normal,,1772554721664
dock-d,0.333,,normal,,1772554721664
dock-a,0.239,,normal,,1772554725664
dock-b,0.373,,normal,,1772554725664
stage-in,0.349,,normal,,1772554725664
aisle-1-4,0.441,,normal,,1772554725664
aisle-5-8,0.28,,normal,,1772554725664
aisle-9-12,0.378,,normal,,1772554725664
pick-a,0.46,16.5,normal,,1772554725664
pick-b,0.708,10.3,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554725664
pack,0.95,4.3,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554725664
stage-out,0.44,,normal,,1772554725664
dock-c,0.128,,normal,,1772554725664
dock-d,0.275,,normal,,1772554725664
dock-a,0.2,,normal,,1772554729664
dock-b,0.318,,normal,,1772554729664
stage-in,0.399,,normal,,1772554729664
aisle-1-4,0.377,,normal,,1772554729664
aisle-5-8,0.335,,normal,,1772554729664
aisle-9-12,0.348,,normal,,1772554729664
pick-a,0.436,,normal,,1772554729664
pick-b,0.68,11.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554729664
pack,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554729664
stage-out,0.434,,normal,,1772554729664
dock-c,0.186,,normal,,1772554729664
dock-d,0.185,,normal,,1772554729664
dock-a,0.205,,normal,,1772554733664
dock-b,0.344,,normal,,1772554733664
stage-in,0.393,,normal,,1772554733664
aisle-1-4,0.396,,normal,,1772554733664
aisle-5-8,0.311,,normal,,1772554733664
aisle-9-12,0.275,,normal,,1772554733664
pick-a,0.429,,normal,,1772554733664
pick-b,0.605,12.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554733664
pack,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554733664
stage-out,0.415,,normal,,1772554733664
dock-c,0.203,,normal,,1772554733664
dock-d,0.249,,normal,,1772554733664
dock-a,0.193,,normal,,1772554737664
dock-b,0.332,,normal,,1772554737664
stage-in,0.316,,normal,,1772554737664
aisle-1-4,0.451,16.7,normal,,1772554737664
aisle-5-8,0.242,,normal,,1772554737664
aisle-9-12,0.283,,normal,,1772554737664
pick-a,0.468,16.3,normal,,1772554737664
pick-b,0.637,12.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554737664
pack,0.971,3.7,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554737664
stage-out,0.432,,normal,,1772554737664
dock-c,0.177,,normal,,1772554737664
dock-d,0.325,,normal,,1772554737664
dock-a,0.246,,normal,,1772554741664
dock-b,0.358,,normal,,1772554741664
stage-in,0.331,,normal,,1772554741664
aisle-1-4,0.376,,normal,,1772554741664
aisle-5-8,0.207,,normal,,1772554741664
aisle-9-12,0.291,,normal,,1772554741664
pick-a,0.468,16.3,normal,,1772554741664
pick-b,0.648,11.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554741664
pack,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554741664
stage-out,0.428,,normal,,1772554741664
dock-c,0.191,,normal,,1772554741664
dock-d,0.38,,normal,,1772554741664
dock-a,0.275,,normal,,1772554745664
dock-b,0.335,,normal,,1772554745664
stage-in,0.37,,normal,,1772554745664
aisle-1-4,0.364,,normal,,1772554745664
aisle-5-8,0.253,,normal,,1772554745664
aisle-9-12,0.235,,normal,,1772554745664
pick-a,0.44,,normal,,1772554745664
pick-b,0.576,13.6,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554745664
pack,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554745664
stage-out,0.403,,normal,,1772554745664
dock-c,0.15,,normal,,1772554745664
dock-d,0.382,,normal,,1772554745664
dock-a,0.221,,normal,,1772554749664
dock-b,0.329,,normal,,1772554749664
stage-in,0.311,,normal,,1772554749664
aisle-1-4,0.444,,normal,,1772554749664
aisle-5-8,0.161,,normal,,1772554749664
aisle-9-12,0.264,,normal,,1772554749664
pick-a,0.409,,normal,,1772554749664
pick-b,0.539,14.5,elevated,,1772554749664
pack,0.967,3.8,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554749664
stage-out,0.339,,normal,,1772554749664
dock-c,0.178,,normal,,1772554749664
dock-d,0.342,,normal,,1772554749664
dock-a,0.3,,normal,,1772554753664
dock-b,0.306,,normal,,1772554753664
stage-in,0.299,,normal,,1772554753664
aisle-1-4,0.437,,normal,,1772554753664
aisle-5-8,0.141,,normal,,1772554753664
aisle-9-12,0.305,,normal,,1772554753664
pick-a,0.453,16.7,normal,,1772554753664
pick-b,0.554,14.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554753664
pack,0.975,3.6,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554753664
stage-out,0.365,,normal,,1772554753664
dock-c,0.172,,normal,,1772554753664
dock-d,0.362,,normal,,1772554753664
dock-a,0.351,,normal,,1772554757664
dock-b,0.332,,normal,,1772554757664
stage-in,0.277,,normal,,1772554757664
aisle-1-4,0.403,,normal,,1772554757664
aisle-5-8,0.172,,normal,,1772554757664
aisle-9-12,0.229,,normal,,1772554757664
pick-a,0.444,,normal,,1772554757664
pick-b,0.474,16.1,normal,,1772554757664
pack,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554757664
stage-out,0.276,,normal,,1772554757664
dock-c,0.17,,normal,,1772554757664
dock-d,0.326,,normal,,1772554757664
dock-a,0.298,,normal,,1772554761664
dock-b,0.246,,normal,,1772554761664
stage-in,0.37,,normal,,1772554761664
aisle-1-4,0.44,,normal,,1772554761664
aisle-5-8,0.148,,normal,,1772554761664
aisle-9-12,0.198,,normal,,1772554761664
pick-a,0.453,16.7,normal,,1772554761664
pick-b,0.527,14.8,elevated,,1772554761664
pack,0.967,3.8,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554761664
stage-out,0.222,,normal,,1772554761664
dock-c,0.165,,normal,,1772554761664
dock-d,0.286,,normal,,1772554761664
dock-a,0.26,,normal,,1772554765664
dock-b,0.246,,normal,,1772554765664
stage-in,0.32,,normal,,1772554765664
aisle-1-4,0.433,,normal,,1772554765664
aisle-5-8,0.104,,normal,,1772554765664
aisle-9-12,0.265,,normal,,1772554765664
pick-a,0.468,16.3,normal,,1772554765664
pick-b,0.486,15.8,normal,,1772554765664
pack,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554765664
stage-out,0.316,,normal,,1772554765664
dock-c,0.155,,normal,,1772554765664
dock-d,0.272,,normal,,1772554765664
dock-a,0.338,,normal,,1772554769664
dock-b,0.276,,normal,,1772554769664
stage-in,0.315,,normal,,1772554769664
aisle-1-4,0.447,,normal,,1772554769664
aisle-5-8,0.102,,normal,,1772554769664
aisle-9-12,0.31,,normal,,1772554769664
pick-a,0.446,,normal,,1772554769664
pick-b,0.444,,normal,,1772554769664
pack,0.963,3.9,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554769664
stage-out,0.321,,normal,,1772554769664
dock-c,0.171,,normal,,1772554769664
dock-d,0.259,,normal,,1772554769664
dock-a,0.342,,normal,,1772554773664
dock-b,0.264,,normal,,1772554773664
stage-in,0.306,,normal,,1772554773664
aisle-1-4,0.431,,normal,,1772554773664
aisle-5-8,0.115,,normal,,1772554773664
aisle-9-12,0.257,,normal,,1772554773664
pick-a,0.505,15.4,elevated,,1772554773664
pick-b,0.32,,normal,,1772554773664
pack,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554773664
stage-out,0.383,,normal,,1772554773664
dock-c,0.115,,normal,,1772554773664
dock-d,0.275,,normal,,1772554773664
dock-a,0.368,,normal,,1772554777664
dock-b,0.352,,normal,,1772554777664
stage-in,0.399,,normal,,1772554777664
aisle-1-4,0.448,,normal,,1772554777664
aisle-5-8,0.119,,normal,,1772554777664
aisle-9-12,0.284,,normal,,1772554777664
pick-a,0.443,,normal,,1772554777664
pick-b,0.353,,normal,,1772554777664
pack,0.964,3.9,critical,"{""add_workers"": 3, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554777664
stage-out,0.402,,normal,,1772554777664
dock-c,0.192,,normal,,1772554777664
dock-d,0.251,,normal,,1772554777664
dock-a,0.323,,normal,,1772554781664
dock-b,0.239,,normal,,1772554781664
stage-in,0.404,,normal,,1772554781664
aisle-1-4,0.481,16.0,normal,,1772554781664
aisle-5-8,0.137,,normal,,1772554781664
aisle-9-12,0.325,,normal,,1772554781664
pick-a,0.34,,normal,,1772554781664
pick-b,0.204,,normal,,1772554781664
pack,0.579,13.5,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554781664
stage-out,0.332,,normal,,1772554781664
dock-c,0.219,,normal,,1772554781664
dock-d,0.298,,normal,,1772554781664
dock-a,0.292,,normal,,1772554785664
dock-b,0.252,,normal,,1772554785664
stage-in,0.478,16.1,normal,,1772554785664
aisle-1-4,0.553,14.2,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554785664
aisle-5-8,0.171,,normal,,1772554785664
aisle-9-12,0.345,,normal,,1772554785664
pick-a,0.354,,normal,,1772554785664
pick-b,0.261,,normal,,1772554785664
pack,0.577,13.6,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554785664
stage-out,0.404,,normal,,1772554785664
dock-c,0.161,,normal,,1772554785664
dock-d,0.319,,normal,,1772554785664
dock-a,0.293,,normal,,1772554789664
dock-b,0.281,,normal,,1772554789664
stage-in,0.485,15.9,normal,,1772554789664
aisle-1-4,0.507,15.3,elevated,,1772554789664
aisle-5-8,0.156,,normal,,1772554789664
aisle-9-12,0.306,,normal,,1772554789664
pick-a,0.383,,normal,,1772554789664
pick-b,0.304,,normal,,1772554789664
pack,0.582,13.5,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554789664
stage-out,0.414,,normal,,1772554789664
dock-c,0.2,,normal,,1772554789664
dock-d,0.293,,normal,,1772554789664
dock-a,0.291,,normal,,1772554793664
dock-b,0.303,,normal,,1772554793664
stage-in,0.51,15.2,elevated,,1772554793664
aisle-1-4,0.52,15.0,elevated,,1772554793664
aisle-5-8,0.155,,normal,,1772554793664
aisle-9-12,0.304,,normal,,1772554793664
pick-a,0.427,,normal,,1772554793664
pick-b,0.247,,normal,,1772554793664
pack,0.589,13.3,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554793664
stage-out,0.467,16.3,normal,,1772554793664
dock-c,0.147,,normal,,1772554793664
dock-d,0.291,,normal,,1772554793664
dock-a,0.293,,normal,,1772554797664
dock-b,0.233,,normal,,1772554797664
stage-in,0.43,,normal,,1772554797664
aisle-1-4,0.496,15.6,normal,,1772554797664
aisle-5-8,0.251,,normal,,1772554797664
aisle-9-12,0.29,,normal,,1772554797664
pick-a,0.446,,normal,,1772554797664
pick-b,0.186,,normal,,1772554797664
pack,0.546,14.3,elevated,,1772554797664
stage-out,0.452,16.7,normal,,1772554797664
dock-c,0.16,,normal,,1772554797664
dock-d,0.275,,normal,,1772554797664
dock-a,0.267,,normal,,1772554801664
dock-b,0.258,,normal,,1772554801664
stage-in,0.415,,normal,,1772554801664
aisle-1-4,0.455,16.6,normal,,1772554801664
aisle-5-8,0.245,,normal,,1772554801664
aisle-9-12,0.212,,normal,,1772554801664
pick-a,0.487,15.8,normal,,1772554801664
pick-b,0.276,,normal,,1772554801664
pack,0.588,13.3,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554801664
stage-out,0.422,,normal,,1772554801664
dock-c,0.231,,normal,,1772554801664
dock-d,0.269,,normal,,1772554801664
dock-a,0.245,,normal,,1772554805664
dock-b,0.26,,normal,,1772554805664
stage-in,0.452,16.7,normal,,1772554805664
aisle-1-4,0.464,16.4,normal,,1772554805664
aisle-5-8,0.323,,normal,,1772554805664
aisle-9-12,0.188,,normal,,1772554805664
pick-a,0.475,16.1,normal,,1772554805664
pick-b,0.263,,normal,,1772554805664
pack,0.531,14.7,elevated,,1772554805664
stage-out,0.423,,normal,,1772554805664
dock-c,0.21,,normal,,1772554805664
dock-d,0.301,,normal,,1772554805664
dock-a,0.253,,normal,,1772554809664
dock-b,0.246,,normal,,1772554809664
stage-in,0.518,15.0,elevated,,1772554809664
aisle-1-4,0.453,16.7,normal,,1772554809664
aisle-5-8,0.288,,normal,,1772554809664
aisle-9-12,0.191,,normal,,1772554809664
pick-a,0.469,16.3,normal,,1772554809664
pick-b,0.252,,normal,,1772554809664
pack,0.523,14.9,elevated,,1772554809664
stage-out,0.385,,normal,,1772554809664
dock-c,0.208,,normal,,1772554809664
dock-d,0.185,,normal,,1772554809664
dock-a,0.226,,normal,,1772554813664
dock-b,0.205,,normal,,1772554813664
stage-in,0.536,14.6,elevated,,1772554813664
aisle-1-4,0.548,14.3,elevated,,1772554813664
aisle-5-8,0.333,,normal,,1772554813664
aisle-9-12,0.187,,normal,,1772554813664
pick-a,0.489,15.8,normal,,1772554813664
pick-b,0.15,,normal,,1772554813664
pack,0.554,14.1,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554813664
stage-out,0.396,,normal,,1772554813664
dock-c,0.228,,normal,,1772554813664
dock-d,0.293,,normal,,1772554813664
dock-a,0.227,,normal,,1772554817664
dock-b,0.223,,normal,,1772554817664
stage-in,0.612,12.7,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554817664
aisle-1-4,0.491,15.7,normal,,1772554817664
aisle-5-8,0.341,,normal,,1772554817664
aisle-9-12,0.265,,normal,,1772554817664
pick-a,0.484,15.9,normal,,1772554817664
pick-b,0.192,,normal,,1772554817664
pack,0.53,14.8,elevated,,1772554817664
stage-out,0.348,,normal,,1772554817664
dock-c,0.244,,normal,,1772554817664
dock-d,0.244,,normal,,1772554817664
dock-a,0.3,,normal,,1772554821664
dock-b,0.244,,normal,,1772554821664
stage-in,0.617,12.6,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554821664
aisle-1-4,0.426,,normal,,1772554821664
aisle-5-8,0.291,,normal,,1772554821664
aisle-9-12,0.198,,normal,,1772554821664
pick-a,0.48,16.0,normal,,1772554821664
pick-b,0.288,,normal,,1772554821664
pack,0.537,14.6,elevated,,1772554821664
stage-out,0.359,,normal,,1772554821664
dock-c,0.215,,normal,,1772554821664
dock-d,0.325,,normal,,1772554821664
dock-a,0.292,,normal,,1772554825664
dock-b,0.208,,normal,,1772554825664
stage-in,0.645,11.9,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554825664
aisle-1-4,0.454,16.6,normal,,1772554825664
aisle-5-8,0.305,,normal,,1772554825664
aisle-9-12,0.233,,normal,,1772554825664
pick-a,0.422,,normal,,1772554825664
pick-b,0.407,,normal,,1772554825664
pack,0.594,13.2,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554825664
stage-out,0.307,,normal,,1772554825664
dock-c,0.178,,normal,,1772554825664
dock-d,0.268,,normal,,1772554825664
dock-a,0.304,,normal,,1772554829664
dock-b,0.204,,normal,,1772554829664
stage-in,0.54,14.5,elevated,,1772554829664
aisle-1-4,0.529,14.8,elevated,,1772554829664
aisle-5-8,0.342,,normal,,1772554829664
aisle-9-12,0.22,,normal,,1772554829664
pick-a,0.476,16.1,normal,,1772554829664
pick-b,0.353,,normal,,1772554829664
pack,0.57,13.8,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554829664
stage-out,0.306,,normal,,1772554829664
dock-c,0.175,,normal,,1772554829664
dock-d,0.27,,normal,,1772554829664
dock-a,0.251,,normal,,1772554833664
dock-b,0.245,,normal,,1772554833664
stage-in,0.506,15.3,elevated,,1772554833664
aisle-1-4,0.479,16.0,normal,,1772554833664
aisle-5-8,0.354,,normal,,1772554833664
aisle-9-12,0.241,,normal,,1772554833664
pick-a,0.503,15.4,elevated,,1772554833664
pick-b,0.393,,normal,,1772554833664
pack,0.562,13.9,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554833664
stage-out,0.36,,normal,,1772554833664
dock-c,0.241,,normal,,1772554833664
dock-d,0.231,,normal,,1772554833664
dock-a,0.227,,normal,,1772554837664
dock-b,0.236,,normal,,1772554837664
stage-in,0.507,15.3,elevated,,1772554837664
aisle-1-4,0.541,14.5,elevated,,1772554837664
aisle-5-8,0.267,,normal,,1772554837664
aisle-9-12,0.303,,normal,,1772554837664
pick-a,0.495,15.6,normal,,1772554837664
pick-b,0.319,,normal,,1772554837664
pack,0.537,14.6,elevated,,1772554837664
stage-out,0.338,,normal,,1772554837664
dock-c,0.203,,normal,,1772554837664
dock-d,0.175,,normal,,1772554837664
dock-a,0.228,,normal,,1772554841664
dock-b,0.25,,normal,,1772554841664
stage-in,0.5,15.5,elevated,,1772554841664
aisle-1-4,0.52,15.0,elevated,,1772554841664
aisle-5-8,0.317,,normal,,1772554841664
aisle-9-12,0.295,,normal,,1772554841664
pick-a,0.522,14.9,elevated,,1772554841664
pick-b,0.39,,normal,,1772554841664
pack,0.559,14.0,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554841664
stage-out,0.357,,normal,,1772554841664
dock-c,0.168,,normal,,1772554841664
dock-d,0.188,,normal,,1772554841664
dock-a,0.246,,normal,,1772554845664
dock-b,0.299,,normal,,1772554845664
stage-in,0.468,16.3,normal,,1772554845664
aisle-1-4,0.556,14.1,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554845664
aisle-5-8,0.316,,normal,,1772554845664
aisle-9-12,0.257,,normal,,1772554845664
pick-a,0.415,,normal,,1772554845664
pick-b,0.431,,normal,,1772554845664
pack,0.558,14.0,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554845664
stage-out,0.357,,normal,,1772554845664
dock-c,0.138,,normal,,1772554845664
dock-d,0.227,,normal,,1772554845664
dock-a,0.182,,normal,,1772554849664
dock-b,0.292,,normal,,1772554849664
stage-in,0.52,15.0,elevated,,1772554849664
aisle-1-4,0.505,15.4,elevated,,1772554849664
aisle-5-8,0.32,,normal,,1772554849664
aisle-9-12,0.272,,normal,,1772554849664
pick-a,0.392,,normal,,1772554849664
pick-b,0.472,16.2,normal,,1772554849664
pack,0.595,13.1,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554849664
stage-out,0.422,,normal,,1772554849664
dock-c,0.177,,normal,,1772554849664
dock-d,0.246,,normal,,1772554849664
dock-a,0.165,,normal,,1772554853664
dock-b,0.262,,normal,,1772554853664
stage-in,0.585,13.4,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554853664
aisle-1-4,0.545,14.4,elevated,,1772554853664
aisle-5-8,0.248,,normal,,1772554853664
aisle-9-12,0.262,,normal,,1772554853664
pick-a,0.444,,normal,,1772554853664
pick-b,0.392,,normal,,1772554853664
pack,0.559,14.0,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554853664
stage-out,0.506,15.3,elevated,,1772554853664
dock-c,0.155,,normal,,1772554853664
dock-d,0.259,,normal,,1772554853664
dock-a,0.161,,normal,,1772554857664
dock-b,0.21,,normal,,1772554857664
stage-in,0.474,16.1,normal,,1772554857664
aisle-1-4,0.562,13.9,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554857664
aisle-5-8,0.245,,normal,,1772554857664
aisle-9-12,0.231,,normal,,1772554857664
pick-a,0.311,,normal,,1772554857664
pick-b,0.456,16.6,normal,,1772554857664
pack,0.554,14.1,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554857664
stage-out,0.511,15.2,elevated,,1772554857664
dock-c,0.156,,normal,,1772554857664
dock-d,0.276,,normal,,1772554857664
dock-a,0.151,,normal,,1772554861664
dock-b,0.213,,normal,,1772554861664
stage-in,0.616,12.6,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554861664
aisle-1-4,0.508,15.3,elevated,,1772554861664
aisle-5-8,0.231,,normal,,1772554861664
aisle-9-12,0.246,,normal,,1772554861664
pick-a,0.295,,normal,,1772554861664
pick-b,0.495,15.6,normal,,1772554861664
pack,0.601,13.0,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554861664
stage-out,0.438,,normal,,1772554861664
dock-c,0.151,,normal,,1772554861664
dock-d,0.265,,normal,,1772554861664
dock-a,0.165,,normal,,1772554865664
dock-b,0.252,,normal,,1772554865664
stage-in,0.589,13.3,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554865664
aisle-1-4,0.495,15.6,normal,,1772554865664
aisle-5-8,0.218,,normal,,1772554865664
aisle-9-12,0.225,,normal,,1772554865664
pick-a,0.385,,normal,,1772554865664
pick-b,0.512,15.2,elevated,,1772554865664
pack,0.576,13.6,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554865664
stage-out,0.464,16.4,normal,,1772554865664
dock-c,0.203,,normal,,1772554865664
dock-d,0.262,,normal,,1772554865664
dock-a,0.143,,normal,,1772554869664
dock-b,0.25,,normal,,1772554869664
stage-in,0.463,16.4,normal,,1772554869664
aisle-1-4,0.543,14.4,elevated,,1772554869664
aisle-5-8,0.232,,normal,,1772554869664
aisle-9-12,0.231,,normal,,1772554869664
pick-a,0.321,,normal,,1772554869664
pick-b,0.524,14.9,elevated,,1772554869664
pack,0.559,14.0,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554869664
stage-out,0.406,,normal,,1772554869664
dock-c,0.226,,normal,,1772554869664
dock-d,0.275,,normal,,1772554869664
dock-a,0.116,,normal,,1772554873664
dock-b,0.241,,normal,,1772554873664
stage-in,0.523,14.9,elevated,,1772554873664
aisle-1-4,0.503,15.4,elevated,,1772554873664
aisle-5-8,0.276,,normal,,1772554873664
aisle-9-12,0.296,,normal,,1772554873664
pick-a,0.255,,normal,,1772554873664
pick-b,0.549,14.3,elevated,,1772554873664
pack,0.462,16.5,normal,,1772554873664
stage-out,0.448,,normal,,1772554873664
dock-c,0.164,,normal,,1772554873664
dock-d,0.214,,normal,,1772554873664
dock-a,0.153,,normal,,1772554877664
dock-b,0.273,,normal,,1772554877664
stage-in,0.486,15.8,normal,,1772554877664
aisle-1-4,0.521,15.0,elevated,,1772554877664
aisle-5-8,0.257,,normal,,1772554877664
aisle-9-12,0.217,,normal,,1772554877664
pick-a,0.198,,normal,,1772554877664
pick-b,0.592,13.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554877664
pack,0.492,15.7,normal,,1772554877664
stage-out,0.445,,normal,,1772554877664
dock-c,0.113,,normal,,1772554877664
dock-d,0.236,,normal,,1772554877664
dock-a,0.164,,normal,,1772554881664
dock-b,0.328,,normal,,1772554881664
stage-in,0.507,15.3,elevated,,1772554881664
aisle-1-4,0.556,14.1,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554881664
aisle-5-8,0.212,,normal,,1772554881664
aisle-9-12,0.222,,normal,,1772554881664
