zone_id,throughput,utilization,queue,workers,robots,timestamp
aisle-1-4,130,78,17,5,0,1772554767664
aisle-5-8,130,40.4,0,6,5,1772554767664
aisle-9-12,116,61.5,9,5,5,1772554767664
pick-a,130,56.6,26,4,1,1772554767664
pick-b,94,57.9,18,2,4,1772554767664
pack,15,98,60,8,0,1772554767664
stage-out,124,31.9,19,4,0,1772554767664
dock-c,124,36.0,0,8,0,1772554767664
dock-d,130,32.4,12,5,0,1772554767664
dock-a,110,39.7,21,6,0,1772554769664
dock-b,128,76.5,2,5,0,1772554769664
stage-in,124,77.2,6,2,0,1772554769664
aisle-1-4,130,78,19,5,0,1772554769664
aisle-5-8,130,38.8,0,6,5,1772554769664
aisle-9-12,115,63.4,11,5,5,1772554769664
pick-a,130,57.8,26,4,1,1772554769664
pick-b,91,56.7,15,2,4,1772554769664
pack,17,98,60,8,0,1772554769664
stage-out,123,30.7,19,4,0,1772554769664
dock-c,121,36.3,3,8,0,1772554769664
dock-d,126,31.0,14,5,0,1772554769664
dock-a,108,40.9,19,6,0,1772554771664
dock-b,127,75.3,5,5,0,1772554771664
stage-in,124,77.4,8,2,0,1772554771664
aisle-1-4,130,76.1,19,5,0,1772554771664
aisle-5-8,126,40.2,0,6,5,1772554771664
aisle-9-12,111,63.5,9,5,5,1772554771664
pick-a,130,57.5,27,4,1,1772554771664
pick-b,96,57.0,13,2,4,1772554771664
pack,19,98,60,8,0,1772554771664
stage-out,121,31.2,21,4,0,1772554771664
dock-c,126,37.1,4,8,0,1772554771664
dock-d,123,31.0,17,5,0,1772554771664
dock-a,110,42.2,20,6,0,1772554773664
dock-b,124,76.7,6,5,0,1772554773664
stage-in,129,76.5,6,2,0,1772554773664
aisle-1-4,126,75.7,17,5,0,1772554773664
aisle-5-8,127,39.7,0,6,5,1772554773664
aisle-9-12,116,61.9,7,5,5,1772554773664
pick-a,126,57.0,27,4,1,1772554773664
pick-b,99,57.7,10,2,4,1772554773664
pack,18,98,60,8,0,1772554773664
stage-out,119,32.3,23,4,0,1772554773664
dock-c,129,37.3,5,8,0,1772554773664
dock-d,119,30.1,15,5,0,1772554773664
dock-a,108,44.2,21,6,0,1772554775664
dock-b,127,77.8,7,5,0,1772554775664
stage-in,130,75.5,9,2,0,1772554775664
aisle-1-4,123,76.0,20,5,0,1772554775664
aisle-5-8,123,38.5,0,6,5,1772554775664
aisle-9-12,119,62.7,10,5,5,1772554775664
pick-a,130,58.9,24,4,1,1772554775664
pick-b,98,59.2,9,2,4,1772554775664
pack,15,98,60,8,0,1772554775664
stage-out,120,31.3,26,4,0,1772554775664
dock-c,130,39.1,3,8,0,1772554775664
dock-d,118,30.6,17,5,0,1772554775664
dock-a,113,42.5,21,5,0,1772554777664
dock-b,126,78,9,5,0,1772554777664
stage-in,127,73.6,8,2,0,1772554777664
aisle-1-4,120,76.8,23,5,0,1772554777664
aisle-5-8,122,38.4,0,5,5,1772554777664
aisle-9-12,119,63.8,13,5,4,1772554777664
pick-a,130,58.2,23,4,1,1772554777664
pick-b,103,58.6,8,2,3,1772554777664
pack,15,98,60,8,0,1772554777664
stage-out,120,32.5,27,4,0,1772554777664
dock-c,126,39.4,6,8,0,1772554777664
dock-d,117,32.4,18,5,0,1772554777664
dock-a,111,40.9,22,5,0,1772554779664
dock-b,122,76.1,7,5,0,1772554779664
stage-in,130,72.5,10,2,0,1772554779664
aisle-1-4,116,75.7,26,5,0,1772554779664
aisle-5-8,126,39.0,0,5,5,1772554779664
aisle-9-12,116,65.2,11,5,4,1772554779664
pick-a,130,58.5,21,4,1,1772554779664
pick-b,102,57.3,6,2,3,1772554779664
pack,35,78,30,8,0,1772554779664
stage-out,116,31.7,24,4,0,1772554779664
dock-c,122,37.5,7,8,0,1772554779664
dock-d,114,31.6,21,5,0,1772554779664
dock-a,112,40.9,24,5,0,1772554781664
dock-b,120,77.9,4,5,0,1772554781664
stage-in,130,72.0,13,2,0,1772554781664
aisle-1-4,112,75.3,28,5,0,1772554781664
aisle-5-8,124,38.8,0,5,5,1772554781664
aisle-9-12,117,65.6,11,5,4,1772554781664
pick-a,128,56.8,18,4,1,1772554781664
pick-b,100,58.3,3,2,3,1772554781664
pack,35,78,30,8,0,1772554781664
stage-out,114,31.9,23,4,0,1772554781664
dock-c,125,39.4,9,8,0,1772554781664
dock-d,112,33.2,21,5,0,1772554781664
dock-a,113,40.2,21,5,0,1772554783664
dock-b,118,78,6,5,0,1772554783664
stage-in,130,73.2,16,2,0,1772554783664
aisle-1-4,109,76.8,30,5,0,1772554783664
aisle-5-8,126,38.8,1,5,5,1772554783664
aisle-9-12,113,65.8,14,5,4,1772554783664
pick-a,130,57.2,18,4,1,1772554783664
pick-b,98,59.9,3,2,3,1772554783664
pack,35,78,29,8,0,1772554783664
stage-out,115,30.3,24,4,0,1772554783664
dock-c,122,38.5,7,8,0,1772554783664
dock-d,109,32.0,19,5,0,1772554783664
dock-a,117,38.9,18,5,0,1772554785664
dock-b,115,78,3,5,0,1772554785664
stage-in,126,73.0,13,2,0,1772554785664
aisle-1-4,110,78,30,5,0,1772554785664
aisle-5-8,127,38.0,4,5,5,1772554785664
aisle-9-12,110,67.6,12,5,4,1772554785664
pick-a,130,57.5,18,4,1,1772554785664
pick-b,95,58.9,3,2,3,1772554785664
pack,35,76.7,30,8,0,1772554785664
stage-out,114,30.7,27,4,0,1772554785664
dock-c,122,37.1,6,8,0,1772554785664
dock-d,110,32.0,20,5,0,1772554785664
dock-a,121,37.4,21,5,0,1772554787664
dock-b,118,78,5,5,0,1772554787664
stage-in,122,73.9,13,2,0,1772554787664
aisle-1-4,109,77.0,30,5,0,1772554787664
aisle-5-8,126,36.7,6,5,5,1772554787664
aisle-9-12,108,66.1,9,5,4,1772554787664
pick-a,129,57.9,20,4,1,1772554787664
pick-b,99,60.1,3,2,3,1772554787664
pack,37,77.3,30,8,0,1772554787664
stage-out,112,32.7,26,4,0,1772554787664
dock-c,122,37.4,9,8,0,1772554787664
dock-d,113,33.3,18,5,0,1772554787664
dock-a,119,37.6,19,5,0,1772554789664
dock-b,119,78,4,5,0,1772554789664
stage-in,123,75.5,13,2,0,1772554789664
aisle-1-4,107,76.2,30,5,0,1772554789664
aisle-5-8,127,37.7,5,5,5,1772554789664
aisle-9-12,104,66.6,9,5,4,1772554789664
pick-a,126,57.6,20,4,1,1772554789664
pick-b,97,60.9,5,2,3,1772554789664
pack,40,76.8,30,8,0,1772554789664
stage-out,112,34.3,25,4,0,1772554789664
dock-c,124,37.6,6,8,0,1772554789664
dock-d,116,34.3,17,5,0,1772554789664
dock-a,116,35.6,17,5,0,1772554791664
dock-b,119,78,6,5,0,1772554791664
stage-in,125,75.6,12,2,0,1772554791664
aisle-1-4,109,77.3,30,5,0,1772554791664
aisle-5-8,130,37.3,8,5,5,1772554791664
aisle-9-12,100,67.6,7,5,4,1772554791664
pick-a,129,56.6,21,4,1,1772554791664
pick-b,101,60.6,3,2,3,1772554791664
pack,39,77.8,27,8,0,1772554791664
stage-out,116,34.6,28,4,0,1772554791664
dock-c,120,36.7,8,8,0,1772554791664
dock-d,112,33.4,16,5,0,1772554791664
dock-a,112,35.2,17,5,0,1772554793664
dock-b,118,78,4,5,0,1772554793664
stage-in,123,77.0,14,2,0,1772554793664
aisle-1-4,109,78,28,5,0,1772554793664
aisle-5-8,126,36.1,8,5,5,1772554793664
aisle-9-12,103,66.1,8,5,4,1772554793664
pick-a,127,54.7,23,4,1,1772554793664
pick-b,103,61.2,2,2,3,1772554793664
pack,42,77.5,30,8,0,1772554793664
stage-out,120,35.4,30,4,0,1772554793664
dock-c,123,37.7,8,8,0,1772554793664
dock-d,111,33.6,18,5,0,1772554793664
dock-a,109,35.9,20,5,0,1772554795664
dock-b,118,76.5,3,5,0,1772554795664
stage-in,121,77.0,14,2,0,1772554795664
aisle-1-4,110,78,28,5,0,1772554795664
aisle-5-8,123,36.6,10,5,5,1772554795664
aisle-9-12,101,67.3,10,5,4,1772554795664
pick-a,127,53.9,24,4,1,1772554795664
pick-b,101,61.0,1,2,3,1772554795664
pack,47,78,30,8,0,1772554795664
stage-out,119,33.6,30,4,0,1772554795664
dock-c,123,37.9,8,8,0,1772554795664
dock-d,113,34.3,19,5,0,1772554795664
dock-a,106,37.4,17,5,0,1772554797664
dock-b,115,75.7,4,5,0,1772554797664
stage-in,119,78,11,2,0,1772554797664
aisle-1-4,108,76.7,30,5,0,1772554797664
aisle-5-8,119,36.4,12,5,5,1772554797664
aisle-9-12,106,66.6,9,5,4,1772554797664
pick-a,124,55.1,25,4,1,1772554797664
pick-b,102,59.3,1,2,3,1772554797664
pack,46,78,30,8,0,1772554797664
stage-out,117,33.1,29,4,0,1772554797664
dock-c,122,38.2,7,8,0,1772554797664
dock-d,110,34.3,16,5,0,1772554797664
dock-a,107,36.1,18,5,0,1772554799664
dock-b,118,74.5,1,5,0,1772554799664
stage-in,116,78,10,2,0,1772554799664
aisle-1-4,110,76.9,27,5,0,1772554799664
aisle-5-8,117,35.5,14,5,5,1772554799664
aisle-9-12,105,67.3,7,5,4,1772554799664
pick-a,120,55.4,23,4,1,1772554799664
pick-b,99,60.1,3,2,3,1772554799664
pack,49,76.9,30,8,0,1772554799664
stage-out,121,31.2,30,4,0,1772554799664
dock-c,120,40.1,10,8,0,1772554799664
dock-d,113,34.3,17,5,0,1772554799664
dock-a,105,34.7,16,5,0,1772554801664
dock-b,117,75.2,0,5,0,1772554801664
stage-in,115,78,12,2,0,1772554801664
aisle-1-4,107,77.4,24,5,0,1772554801664
aisle-5-8,115,35.2,16,5,5,1772554801664
aisle-9-12,106,66.4,4,5,4,1772554801664
pick-a,120,55.0,26,4,1,1772554801664
pick-b,101,58.5,5,2,3,1772554801664
pack,49,76.8,30,8,0,1772554801664
stage-out,126,30.5,28,4,0,1772554801664
dock-c,125,39.0,12,8,0,1772554801664
dock-d,113,33.0,16,5,0,1772554801664
dock-a,101,32.8,17,5,0,1772554803664
dock-b,120,75.9,1,5,0,1772554803664
stage-in,112,77.8,10,2,0,1772554803664
aisle-1-4,103,77.2,22,5,0,1772554803664
aisle-5-8,116,34.7,19,5,5,1772554803664
aisle-9-12,105,68.0,2,5,4,1772554803664
pick-a,124,55.6,29,4,1,1772554803664
pick-b,100,60.3,2,2,3,1772554803664
pack,51,75.5,27,8,0,1772554803664
stage-out,125,31.3,30,4,0,1772554803664
dock-c,121,40.8,13,8,0,1772554803664
dock-d,115,32.6,14,5,0,1772554803664
dock-a,106,30.9,15,5,0,1772554805664
dock-b,120,76.9,3,5,0,1772554805664
stage-in,108,76.3,12,2,0,1772554805664
aisle-1-4,102,76.9,25,5,0,1772554805664
aisle-5-8,117,33.3,21,5,5,1772554805664
aisle-9-12,108,69.2,1,5,4,1772554805664
pick-a,122,56.8,28,4,1,1772554805664
pick-b,105,62.2,3,2,3,1772554805664
pack,47,76.1,24,8,0,1772554805664
stage-out,124,30,30,4,0,1772554805664
dock-c,124,40.2,15,8,0,1772554805664
dock-d,114,34.3,16,5,0,1772554805664
dock-a,105,30.2,13,5,0,1772554807664
dock-b,122,78,0,5,0,1772554807664
stage-in,109,77.3,15,2,0,1772554807664
aisle-1-4,98,77.0,24,5,0,1772554807664
aisle-5-8,117,31.5,22,5,5,1772554807664
aisle-9-12,108,68.4,0,5,4,1772554807664
pick-a,119,55.0,28,4,1,1772554807664
pick-b,109,61.2,4,2,3,1772554807664
pack,48,76.3,23,8,0,1772554807664
stage-out,121,30,30,4,0,1772554807664
dock-c,129,38.3,14,8,0,1772554807664
dock-d,110,32.5,15,5,0,1772554807664
dock-a,110,30,14,5,0,1772554809664
dock-b,120,78,1,5,0,1772554809664
stage-in,111,77.0,18,2,0,1772554809664
aisle-1-4,94,77.4,24,5,0,1772554809664
aisle-5-8,115,30.9,23,5,5,1772554809664
aisle-9-12,107,69.0,2,5,4,1772554809664
pick-a,124,56.1,30,4,1,1772554809664
pick-b,110,60.8,4,2,3,1772554809664
pack,47,76.2,22,8,0,1772554809664
stage-out,120,31.8,27,4,0,1772554809664
dock-c,130,38.9,16,8,0,1772554809664
dock-d,114,30.7,13,5,0,1772554809664
dock-a,113,30,13,5,0,1772554811664
dock-b,116,78,2,5,0,1772554811664
stage-in,110,77.8,16,2,0,1772554811664
aisle-1-4,94,77.6,25,5,0,1772554811664
aisle-5-8,114,32.9,22,5,5,1772554811664
aisle-9-12,111,67.9,0,5,4,1772554811664
pick-a,127,54.5,29,4,1,1772554811664
pick-b,114,61.8,3,2,3,1772554811664
pack,48,77.6,25,8,0,1772554811664
stage-out,120,32.7,24,4,0,1772554811664
dock-c,129,38.8,15,8,0,1772554811664
dock-d,112,32.4,16,5,0,1772554811664
dock-a,109,30,16,5,0,1772554813664
dock-b,120,76.5,0,5,0,1772554813664
stage-in,106,77.8,17,2,0,1772554813664
aisle-1-4,94,76.6,28,5,0,1772554813664
aisle-5-8,118,31.9,24,5,5,1772554813664
aisle-9-12,108,68.9,2,5,4,1772554813664
pick-a,126,53.1,27,4,1,1772554813664
pick-b,111,62.1,0,2,3,1772554813664
pack,44,78,28,8,0,1772554813664
stage-out,123,32.2,26,4,0,1772554813664
dock-c,130,39.1,18,8,0,1772554813664
dock-d,114,34.3,17,5,0,1772554813664
dock-a,113,30,16,5,0,1772554815664
dock-b,124,77.3,2,5,0,1772554815664
stage-in,107,78,18,2,0,1772554815664
aisle-1-4,96,76.8,29,5,0,1772554815664
aisle-5-8,118,30.5,21,5,5,1772554815664
aisle-9-12,111,69.7,4,5,4,1772554815664
pick-a,124,52.7,29,4,1,1772554815664
pick-b,107,62.2,0,2,3,1772554815664
pack,43,78,29,8,0,1772554815664
stage-out,120,30.9,27,4,0,1772554815664
dock-c,128,39.8,16,8,0,1772554815664
dock-d,111,35.7,17,5,0,1772554815664
dock-a,117,30,16,5,0,1772554817664
dock-b,129,77.8,2,5,0,1772554817664
stage-in,104,78,20,2,0,1772554817664
aisle-1-4,93,76.9,27,5,0,1772554817664
aisle-5-8,117,32.4,21,5,5,1772554817664
aisle-9-12,110,69.9,2,5,4,1772554817664
pick-a,127,54.7,30,4,1,1772554817664
pick-b,112,62.1,2,2,3,1772554817664
pack,43,76.3,30,8,0,1772554817664
stage-out,123,30,24,4,0,1772554817664
dock-c,130,41.5,13,8,0,1772554817664
dock-d,113,35.5,17,5,0,1772554817664
dock-a,114,30,18,5,0,1772554819664
dock-b,125,76.9,3,5,0,1772554819664
stage-in,105,78,19,2,0,1772554819664
aisle-1-4,91,75.4,25,5,0,1772554819664
aisle-5-8,122,33.7,20,5,5,1772554819664
aisle-9-12,109,71.8,1,5,4,1772554819664
pick-a,123,52.9,28,4,1,1772554819664
pick-b,109,62.6,4,2,3,1772554819664
pack,46,75.4,30,8,0,1772554819664
stage-out,127,31.8,25,4,0,1772554819664
dock-c,126,42.7,13,8,0,1772554819664
dock-d,109,35.4,17,5,0,1772554819664
dock-a,110,30.9,21,5,0,1772554821664
dock-b,126,76.6,0,5,0,1772554821664
stage-in,102,77.5,20,2,0,1772554821664
aisle-1-4,92,76.3,23,5,0,1772554821664
aisle-5-8,119,34.1,20,5,5,1772554821664
aisle-9-12,113,72.8,1,5,4,1772554821664
pick-a,119,53.1,27,4,1,1772554821664
pick-b,110,60.8,7,2,3,1772554821664
pack,44,77.4,28,8,0,1772554821664
stage-out,130,32.7,23,4,0,1772554821664
dock-c,130,42.2,11,8,0,1772554821664
dock-d,111,36.7,19,5,0,1772554821664
dock-a,111,31.7,19,5,0,1772554823664
dock-b,127,76.3,0,5,0,1772554823664
stage-in,106,78,21,2,0,1772554823664
aisle-1-4,97,75.2,26,5,0,1772554823664
aisle-5-8,116,33.9,18,5,5,1772554823664
aisle-9-12,109,73.2,0,5,4,1772554823664
pick-a,124,55.0,24,4,1,1772554823664
pick-b,109,62.1,10,2,3,1772554823664
pack,46,77.6,30,8,0,1772554823664
stage-out,126,30.9,21,4,0,1772554823664
dock-c,130,42.7,8,8,0,1772554823664
dock-d,112,36.0,22,5,0,1772554823664
dock-a,109,32.8,16,5,0,1772554825664
dock-b,125,76.1,0,5,0,1772554825664
stage-in,103,77.4,22,2,0,1772554825664
aisle-1-4,94,75.5,24,5,0,1772554825664
aisle-5-8,113,34.5,17,5,5,1772554825664
aisle-9-12,108,74.4,0,5,4,1772554825664
pick-a,127,54.1,23,4,1,1772554825664
pick-b,114,60.4,13,2,3,1772554825664
pack,45,76.0,30,8,0,1772554825664
stage-out,125,30.9,18,4,0,1772554825664
dock-c,128,44.1,10,8,0,1772554825664
dock-d,116,35.6,19,5,0,1772554825664
dock-a,109,34.1,17,5,0,1772554827664
dock-b,121,76.4,0,5,0,1772554827664
stage-in,107,77.8,21,2,0,1772554827664
aisle-1-4,94,74.9,27,5,0,1772554827664
aisle-5-8,113,35.6,18,5,5,1772554827664
aisle-9-12,112,74.9,0,5,4,1772554827664
pick-a,126,54.3,24,4,1,1772554827664
pick-b,110,61.1,11,2,3,1772554827664
pack,46,75.2,29,8,0,1772554827664
stage-out,121,31.1,19,4,0,1772554827664
dock-c,130,42.4,11,8,0,1772554827664
dock-d,119,36.8,19,5,0,1772554827664
dock-a,110,33.6,19,5,0,1772554829664
dock-b,122,75.9,0,5,0,1772554829664
stage-in,110,78,19,2,0,1772554829664
aisle-1-4,90,76.5,28,5,0,1772554829664
aisle-5-8,109,35.9,21,5,5,1772554829664
aisle-9-12,117,74.4,0,5,4,1772554829664
pick-a,126,53.4,27,4,1,1772554829664
pick-b,106,60.5,10,2,3,1772554829664
pack,47,75.9,30,8,0,1772554829664
stage-out,118,31.6,22,4,0,1772554829664
dock-c,127,43.8,8,8,0,1772554829664
dock-d,123,38.4,17,5,0,1772554829664
dock-a,109,35.5,16,5,0,1772554831664
dock-b,121,76.6,0,5,0,1772554831664
stage-in,113,78,16,2,0,1772554831664
aisle-1-4,91,77.3,28,5,0,1772554831664
aisle-5-8,112,36.6,24,5,5,1772554831664
aisle-9-12,120,75.5,0,5,4,1772554831664
pick-a,124,52.9,29,4,1,1772554831664
pick-b,110,61.1,9,2,3,1772554831664
pack,43,77.5,30,8,0,1772554831664
stage-out,121,33.2,20,4,0,1772554831664
dock-c,127,43.8,9,8,0,1772554831664
dock-d,119,39.2,17,5,0,1772554831664
dock-a,107,33.9,13,5,0,1772554833664
dock-b,126,77.7,1,5,0,1772554833664
stage-in,111,78,15,2,0,1772554833664
aisle-1-4,87,77.9,28,5,0,1772554833664
aisle-5-8,116,36.3,23,5,5,1772554833664
aisle-9-12,119,75.7,0,5,4,1772554833664
pick-a,123,54.3,28,4,1,1772554833664
pick-b,111,61.3,12,2,3,1772554833664
pack,48,76.7,30,8,0,1772554833664
stage-out,121,34.8,23,4,0,1772554833664
dock-c,129,43.7,9,8,0,1772554833664
dock-d,115,39.3,14,5,0,1772554833664
dock-a,109,35.1,13,5,0,1772554835664
dock-b,124,78,3,5,0,1772554835664
stage-in,109,76.5,17,2,0,1772554835664
aisle-1-4,84,78,30,5,0,1772554835664
aisle-5-8,113,37.9,22,5,5,1772554835664
aisle-9-12,120,73.8,2,5,4,1772554835664
pick-a,128,52.5,26,4,1,1772554835664
pick-b,107,61.1,15,2,3,1772554835664
pack,49,78,27,8,0,1772554835664
stage-out,121,35.6,20,4,0,1772554835664
dock-c,130,43.9,7,8,0,1772554835664
dock-d,117,37.5,11,5,0,1772554835664
dock-a,113,35.7,15,6,0,1772554837664
dock-b,127,77.4,1,5,0,1772554837664
stage-in,110,76.8,18,2,0,1772554837664
aisle-1-4,84,78,28,5,0,1772554837664
aisle-5-8,118,36.1,19,5,5,1772554837664
aisle-9-12,122,72.7,5,5,5,1772554837664
pick-a,124,51.7,27,3,2,1772554837664
pick-b,106,61.4,13,3,3,1772554837664
pack,48,78,30,8,0,1772554837664
stage-out,123,36.7,19,4,0,1772554837664
dock-c,128,42.2,5,8,0,1772554837664
dock-d,122,38.0,10,5,0,1772554837664
dock-a,114,33.9,17,6,0,1772554839664
dock-b,130,76.5,4,5,0,1772554839664
stage-in,115,78.0,15,2,0,1772554839664
aisle-1-4,82,78,29,5,0,1772554839664
aisle-5-8,120,35.6,16,5,5,1772554839664
aisle-9-12,125,74.4,2,5,5,1772554839664
pick-a,122,53.7,26,3,2,1772554839664
pick-b,105,59.7,16,3,3,1772554839664
pack,46,78,30,8,0,1772554839664
stage-out,122,37.6,19,4,0,1772554839664
dock-c,130,42.7,5,8,0,1772554839664
dock-d,120,38.8,8,5,0,1772554839664
dock-a,118,35.5,15,6,0,1772554841664
dock-b,130,76.3,5,5,0,1772554841664
stage-in,115,76.8,17,2,0,1772554841664
aisle-1-4,86,78,30,5,0,1772554841664
aisle-5-8,120,34.0,19,5,5,1772554841664
aisle-9-12,122,73.3,5,5,5,1772554841664
pick-a,127,54.0,26,3,2,1772554841664
pick-b,110,57.8,15,3,3,1772554841664
pack,47,78,30,8,0,1772554841664
stage-out,122,38.9,19,4,0,1772554841664
dock-c,129,42.8,7,8,0,1772554841664
dock-d,117,38.4,7,5,0,1772554841664
dock-a,121,36.0,14,6,0,1772554843664
dock-b,128,76.3,6,5,0,1772554843664
stage-in,116,77.7,14,2,0,1772554843664
aisle-1-4,86,78,30,5,0,1772554843664
aisle-5-8,117,32.6,21,5,5,1772554843664
aisle-9-12,122,74.7,8,5,5,1772554843664
pick-a,129,53.4,23,3,2,1772554843664
pick-b,114,59.0,16,3,3,1772554843664
pack,45,76.4,30,8,0,1772554843664
stage-out,119,37.6,22,4,0,1772554843664
dock-c,130,44.6,5,8,0,1772554843664
dock-d,119,39.7,5,5,0,1772554843664
dock-a,122,36.4,13,6,0,1772554845664
dock-b,128,75.1,7,5,0,1772554845664
stage-in,119,76.7,15,2,0,1772554845664
aisle-1-4,82,78,30,5,0,1772554845664
aisle-5-8,120,32.4,18,5,5,1772554845664
aisle-9-12,118,74.4,5,5,5,1772554845664
pick-a,130,52.5,21,3,2,1772554845664
pick-b,114,60.2,19,3,3,1772554845664
pack,42,76.4,30,8,0,1772554845664
stage-out,117,37.9,23,4,0,1772554845664
dock-c,130,44.4,3,8,0,1772554845664
dock-d,124,38.0,8,5,0,1772554845664
dock-a,126,38.2,12,6,0,1772554847664
dock-b,127,76.5,7,5,0,1772554847664
stage-in,121,77.8,15,2,0,1772554847664
aisle-1-4,85,76.6,30,5,0,1772554847664
aisle-5-8,122,31.6,20,5,5,1772554847664
aisle-9-12,114,74.9,6,5,5,1772554847664
pick-a,129,53.8,19,3,2,1772554847664
pick-b,113,59.5,22,3,3,1772554847664
pack,40,77.9,30,8,0,1772554847664
stage-out,121,39.9,26,4,0,1772554847664
dock-c,129,42.9,2,8,0,1772554847664
dock-d,121,36.4,9,5,0,1772554847664
dock-a,130,39.0,10,6,0,1772554849664
dock-b,125,75.6,5,5,0,1772554849664
stage-in,123,77.1,18,2,0,1772554849664
aisle-1-4,83,76.7,27,5,0,1772554849664
aisle-5-8,126,31.8,20,5,5,1772554849664
aisle-9-12,114,74.8,7,5,5,1772554849664
pick-a,129,53.5,20,3,2,1772554849664
pick-b,114,59.8,20,3,3,1772554849664
pack,36,76.1,30,8,0,1772554849664
stage-out,126,40.0,28,4,0,1772554849664
dock-c,130,43.2,3,8,0,1772554849664
dock-d,124,37.7,12,5,0,1772554849664
dock-a,129,39.0,7,6,0,1772554851664
dock-b,122,75.8,4,5,0,1772554851664
stage-in,128,77.9,16,2,0,1772554851664
aisle-1-4,82,75.6,26,5,0,1772554851664
aisle-5-8,127,33.4,17,5,5,1772554851664
aisle-9-12,118,73.3,6,5,5,1772554851664
pick-a,128,52.5,17,3,2,1772554851664
pick-b,113,57.9,17,3,3,1772554851664
pack,38,75.9,29,8,0,1772554851664
stage-out,122,41.6,30,4,0,1772554851664
dock-c,129,43.7,1,8,0,1772554851664
dock-d,121,38.5,15,5,0,1772554851664
dock-a,128,38.8,4,6,0,1772554853664
dock-b,123,76.7,2,5,0,1772554853664
stage-in,127,78,19,2,0,1772554853664
aisle-1-4,86,75.6,28,5,0,1772554853664
aisle-5-8,130,34.1,14,5,5,1772554853664
aisle-9-12,117,72.1,7,5,5,1772554853664
pick-a,126,54.3,19,3,2,1772554853664
pick-b,113,58.6,18,3,3,1772554853664
pack,38,75.7,27,8,0,1772554853664
stage-out,126,43.1,30,4,0,1772554853664
dock-c,130,43.2,0,8,0,1772554853664
dock-d,118,39.1,16,5,0,1772554853664
dock-a,129,37.0,3,6,0,1772554855664
dock-b,122,76.2,1,5,0,1772554855664
stage-in,125,77.4,17,2,0,1772554855664
aisle-1-4,88,74.3,30,5,0,1772554855664
aisle-5-8,128,34.4,15,5,5,1772554855664
aisle-9-12,116,71.9,4,5,5,1772554855664
pick-a,126,52.6,16,3,2,1772554855664
pick-b,114,59.6,20,3,3,1772554855664
pack,41,74.3,26,8,0,1772554855664
stage-out,124,43.5,30,4,0,1772554855664
dock-c,130,44.9,0,8,0,1772554855664
dock-d,117,40.0,17,5,0,1772554855664
dock-a,130,35.5,3,6,0,1772554857664
dock-b,123,76.7,0,5,0,1772554857664
stage-in,124,75.9,15,2,0,1772554857664
aisle-1-4,93,74.8,30,5,0,1772554857664
aisle-5-8,124,32.6,17,5,5,1772554857664
aisle-9-12,112,72.5,3,5,5,1772554857664
pick-a,123,51.2,13,3,2,1772554857664
pick-b,115,57.6,23,3,3,1772554857664
pack,45,73.5,27,8,0,1772554857664
stage-out,128,45.0,30,4,0,1772554857664
dock-c,127,44.1,2,8,0,1772554857664
dock-d,118,38.5,15,5,0,1772554857664
dock-a,130,37.4,6,6,0,1772554859664
dock-b,121,78,0,5,0,1772554859664
stage-in,126,77.0,17,2,0,1772554859664
aisle-1-4,90,75.1,30,5,0,1772554859664
aisle-5-8,126,31.3,17,5,5,1772554859664
aisle-9-12,112,70.5,5,5,5,1772554859664
pick-a,128,49.7,11,3,2,1772554859664
pick-b,117,57.0,25,3,3,1772554859664
pack,41,75.4,30,8,0,1772554859664
stage-out,130,44.0,30,4,0,1772554859664
dock-c,127,44.2,3,8,0,1772554859664
dock-d,116,38.4,12,5,0,1772554859664
dock-a,130,36.7,8,6,0,1772554861664
dock-b,124,76.2,0,5,0,1772554861664
stage-in,124,76.8,20,2,0,1772554861664
aisle-1-4,95,76.2,30,5,0,1772554861664
aisle-5-8,126,31.9,14,5,5,1772554861664
aisle-9-12,109,69.2,2,5,5,1772554861664
pick-a,130,48.0,14,3,2,1772554861664
pick-b,119,55.0,25,3,3,1772554861664
pack,42,74.8,30,8,0,1772554861664
stage-out,130,44.0,30,4,0,1772554861664
dock-c,127,45.9,5,8,0,1772554861664
dock-d,118,38.7,14,5,0,1772554861664
dock-a,130,35.3,6,6,0,1772554863664
dock-b,121,76.4,0,5,0,1772554863664
stage-in,123,75.8,17,2,0,1772554863664
aisle-1-4,96,77.8,30,5,0,1772554863664
aisle-5-8,122,32.0,11,5,5,1772554863664
aisle-9-12,107,68.1,5,5,5,1772554863664
pick-a,130,46.7,17,3,2,1772554863664
pick-b,119,54.5,25,3,3,1772554863664
pack,44,73.1,30,8,0,1772554863664
stage-out,130,45.5,30,4,0,1772554863664
dock-c,130,45.9,6,8,0,1772554863664
dock-d,114,40.2,11,5,0,1772554863664
dock-a,130,35.4,4,6,0,1772554865664
dock-b,126,77.7,1,5,0,1772554865664
stage-in,122,77.5,19,2,0,1772554865664
aisle-1-4,96,78,30,5,0,1772554865664
aisle-5-8,120,32.4,13,5,5,1772554865664
aisle-9-12,112,68.6,3,5,5,1772554865664
pick-a,129,48.3,16,3,2,1772554865664
pick-b,118,54.0,24,3,3,1772554865664
pack,43,73.1,30,8,0,1772554865664
stage-out,127,46.7,30,4,0,1772554865664
dock-c,129,44.5,9,8,0,1772554865664
dock-d,112,39.5,14,5,0,1772554865664
